Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_442.jpg,0,0.02425332,0,0.1479758,105.3458,188.6678,359.5803,230.9573,359.3352
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_484.jpg,0,0.1483351,0,0.1512847,105.3409,188.6642,359.5857,230.9192,359.3615
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_525.jpg,0,0.2724223,0,0.1574779,105.3357,188.6601,359.6032,230.912,359.3814
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_566.jpg,0,0.3945565,0,0.1625769,105.3305,188.6557,359.6275,230.6928,359.4021
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_607.jpg,0,0.5162462,0,0.1770223,105.3253,188.6507,359.6648,230.5438,359.4324
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_647.jpg,0,0.6374086,0,0.2031915,105.3192,188.645,359.7159,230.5267,359.4512
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_689.jpg,0,0.7613984,0,0.2274238,105.312,188.6381,359.7959,230.3428,359.4605
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_729.jpg,0,0.8820924,0,0.2562918,105.3037,188.63,359.9014,230.3079,359.4681
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_769.jpg,0,1,0,0.2718229,105.295,188.6214,0.006595735,230.214,359.4655
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_811.jpg,0,1,0,0.2843605,105.2852,188.6125,0.1077493,230.1835,359.4504
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_852.jpg,0,1,0,0.3259022,105.2752,188.6023,0.1946185,230.177,359.4527
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_893.jpg,0,1,0,0.3595472,105.2585,188.5869,0.2356345,230.1407,359.4176
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_933.jpg,0,1,0,0.391209,105.2477,188.5765,0.1846878,230.1019,359.4184
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_35_974.jpg,0,1,0,0.444783,105.2366,188.5655,0.09813684,229.9877,359.4231
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_016.jpg,0,1,0,0.4743758,105.2243,188.5537,0.004451736,229.95,359.4258
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_056.jpg,0,1,0,0.4974273,105.2113,188.5412,359.9066,230.0259,359.429
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_097.jpg,0.2430812,1,0,0.5309938,105.1975,188.5271,359.8405,229.8211,359.4401
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_138.jpg,2.090961,1,0,0.5563758,105.1821,188.512,359.8016,229.7658,359.4422
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_179.jpg,3.942888,1,0,0.5699124,105.1664,188.4965,359.7538,229.9025,359.4442
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_220.jpg,5.777959,1,0,0.6041261,105.1506,188.4793,359.7165,229.8828,359.4599
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_261.jpg,7.608858,1,0,0.6231169,105.1349,188.461,359.6732,229.9454,359.4847
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_302.jpg,9.480514,1,0,0.6559049,105.1186,188.4419,359.6278,230.0598,359.4999
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_343.jpg,11.3145,1,0,0.6612053,105.1027,188.4218,359.5716,230.2115,359.5384
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_383.jpg,13.12418,1,0,0.707076,105.0855,188.4003,359.5367,230.4075,359.5746
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_424.jpg,14.94213,1,0,0.7326205,105.0673,188.3776,359.5246,230.8199,359.6057
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_464.jpg,15,1,0,0.7575759,105.0495,188.3536,359.5143,231.1196,359.6382
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_505.jpg,13.61337,1,0,0.7684102,105.0303,188.3293,359.5221,231.5672,359.6365
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_546.jpg,11.77366,1,0,0.798158,105.011,188.3038,359.5429,231.9658,359.6277
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_586.jpg,9.955465,1,0,0.8323144,104.9908,188.2772,359.5733,232.3658,359.593
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_627.jpg,8.100365,1,0,0.8527168,104.9702,188.2508,359.559,232.7019,359.5219
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_668.jpg,6.253622,1,0,0.8622831,104.9499,188.2252,359.4708,232.8534,359.4098
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_709.jpg,4.423666,1,0,0.8847908,104.9298,188.1998,359.3262,232.9232,359.2763
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_750.jpg,2.588825,1,0,0.9275899,104.9089,188.1736,359.1698,232.9102,359.1364
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_791.jpg,0.7429343,1,0,0.9563711,104.8861,188.1457,359.0732,233.0128,358.9938
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_831.jpg,0,1,0,0.9765681,104.8617,188.1165,359.024,233.1134,358.8494
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_872.jpg,0,1,0,0.9993827,104.8364,188.0862,359.0082,233.1558,358.7115
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_913.jpg,0,1,0,1.022808,104.7969,188.0383,359.0624,233.3106,358.5446
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_953.jpg,0,1,0,1.048113,104.7693,188.0039,359.1772,233.419,358.4768
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_36_995.jpg,1.417098,1,0,1.084999,104.7406,187.9671,359.364,233.5678,358.4533
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_036.jpg,3.268104,1,0,1.116459,104.7111,187.9284,359.6003,233.813,358.4622
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_077.jpg,5.154591,1,0,1.146153,104.6811,187.8876,359.8795,234.1629,358.5071
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_119.jpg,7.011036,1,0,1.174232,104.6508,187.8448,0.1942182,234.6285,358.5862
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_159.jpg,8.837532,1,0,1.21177,104.6213,187.7999,0.5050917,235.2066,358.7437
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_201.jpg,8.020185,1,0,1.249826,104.5916,187.7534,0.8092416,235.8537,358.9529
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_242.jpg,6.17249,1,0,1.282218,104.5615,187.7059,1.105445,236.531,359.1771
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_282.jpg,4.351305,1,0,1.304984,104.5308,187.6578,1.390175,237.1255,359.3892
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_323.jpg,2.489113,1,0,1.323642,104.5,187.6104,1.609642,237.6676,359.568
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_365.jpg,2.207701,1,0,1.341176,104.4694,187.5635,1.754179,238.1256,359.7214
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_406.jpg,4.070377,1,0,1.356441,104.4399,187.5167,1.827691,238.5967,359.8629
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_448.jpg,5.945309,1,0,1.369925,104.4087,187.4692,1.940615,239.0851,359.8695
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_489.jpg,4.442811,1,0,1.381295,104.3778,187.4216,2.023157,239.6104,359.8099
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_530.jpg,2.582906,1,0,1.401766,104.3474,187.3755,1.979019,240.0467,359.6856
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_571.jpg,0.7205397,1,0,1.430454,104.317,187.3301,1.830176,240.3513,359.4953
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_613.jpg,0,1,0,1.461964,104.2728,187.2626,1.414386,240.6124,359.1764
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_653.jpg,0,1,0,1.511372,104.2445,187.2142,1.097325,240.8821,359.0886
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_694.jpg,0,1,0,1.583857,104.2172,187.1631,0.774044,240.9854,359.1712
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_734.jpg,0,1,0,1.642819,104.1893,187.1107,0.4407019,240.9226,359.3428
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_775.jpg,0.5658942,1,0,1.675415,104.1591,187.0564,0.1783262,240.8946,359.498
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_817.jpg,2.4417,1,0,1.704651,104.1283,186.9999,359.9741,240.9709,359.6558
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_858.jpg,4.304768,1,0,1.73228,104.0971,186.9413,359.8256,241.1723,359.8261
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_898.jpg,5.369597,1,0,1.759427,104.0658,186.8804,359.731,241.5035,0.01101466
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_939.jpg,3.538146,1,0,1.787899,104.0333,186.8175,359.707,241.8282,0.1679288
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_37_981.jpg,1.666249,1,0,1.810316,103.9981,186.7531,359.7789,242.1581,0.2366206
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_022.jpg,1.58546,1,0,1.832615,103.9616,186.6872,359.9121,242.4322,0.2684053
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_063.jpg,3.414599,1,0,1.85413,103.9248,186.6193,0.1000417,242.7464,0.2874306
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_103.jpg,5.216916,1,0,1.878497,103.889,186.5496,0.3014315,243.1782,0.3348112
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_145.jpg,7.093492,1,0,1.90996,103.8548,186.4783,0.4736485,243.7363,0.4381461
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_186.jpg,8.962976,1,0,1.937343,103.8211,186.4072,0.5608402,244.3295,0.486257
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_226.jpg,10.7592,1,0,1.959868,103.7894,186.3342,0.649773,244.9975,0.5648198
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_267.jpg,12.5978,1,0,1.993525,103.7592,186.2602,0.6808018,245.8745,0.6117563
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_309.jpg,14.48492,1,0,2.013668,103.7308,186.1859,0.644154,246.8866,0.6281336
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_350.jpg,15,1,0,2.047816,103.7045,186.11,0.5760056,248.0625,0.6467659
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_391.jpg,15,1,0,2.076034,103.6801,186.0325,0.5017901,249.2666,0.683845
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_433.jpg,15,1,0,2.103509,103.6463,185.9129,0.4071827,251.0884,0.7730666
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_474.jpg,15,1,0,2.130297,103.6253,185.8314,0.3448747,252.3148,0.8368432
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_514.jpg,14.32338,1,0,2.151516,103.6048,185.7483,0.3258326,253.6298,0.8714638
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_555.jpg,12.44573,1,0,2.179837,103.5835,185.6633,0.3801766,254.879,0.8015257
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_596.jpg,10.62958,1,0,2.203436,103.5642,185.5779,0.3799731,256.067,0.7662134
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_636.jpg,8.818163,1,0,2.250492,103.5463,185.4906,0.3611328,257.0925,0.7260234
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_677.jpg,6.986552,1,0,2.281882,103.5292,185.4016,0.3536483,257.9216,0.7007831
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_717.jpg,5.182649,1,0,2.310842,103.5127,185.3108,0.3703889,258.5513,0.6867938
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_757.jpg,3.374123,1,0,2.339413,103.4961,185.2183,0.4113638,259.0082,0.6678655
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_797.jpg,1.551686,1,0,2.367711,103.479,185.1244,0.4745428,259.3024,0.635676
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_838.jpg,0,1,0,2.39571,103.4612,185.0291,0.5577638,259.4347,0.5857432
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_879.jpg,0,1,0,2.423239,103.4428,184.9326,0.6501616,259.4659,0.5159386
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_921.jpg,0.9634032,1,0,2.451583,103.4242,184.8348,0.7484972,259.4796,0.4343425
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_38_962.jpg,2.815812,1,0,2.479799,103.4061,184.7358,0.8504623,259.5828,0.3558747
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_003.jpg,0.9975603,1,0,2.508066,103.3882,184.6355,0.9540523,259.7382,0.2743897
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_043.jpg,0,1,0,2.536824,103.3698,184.5341,1.062499,259.8152,0.1789278
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_084.jpg,0,1,0,2.564586,103.351,184.4314,1.18258,259.8324,0.08319155
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_125.jpg,0.4442904,1,0,2.592824,103.3321,184.3274,1.310006,259.832,-0.001363366
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_166.jpg,2.255552,1,0,2.619228,103.3146,184.2228,1.398275,259.9113,359.9937
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_206.jpg,0.9802461,1,0,2.651674,103.2974,184.1184,1.399812,260.0446,-0.004423841
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_246.jpg,0,1,0,2.683282,103.2796,184.0136,1.351642,260.1143,-0.002920785
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_287.jpg,0,1,0,2.712488,103.261,183.9076,1.316495,260.1349,-0.001429474
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_328.jpg,1.32572,1,0,2.739964,103.2421,183.8002,1.298851,260.1475,-0.001124789
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_369.jpg,3.141178,1,0,2.767385,103.2234,183.6913,1.296664,260.2429,-0.001468293
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_409.jpg,2.236156,1,0,2.794574,103.2053,183.5811,1.305471,260.4588,0.007285433
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_450.jpg,0.4124783,1,0,2.821538,103.187,183.4696,1.322966,260.6454,0.007775814
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_491.jpg,0,1,0,2.849733,103.1681,183.357,1.343859,260.7274,-0.002176094
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_532.jpg,0,1,0,2.876303,103.1493,183.2435,1.361331,260.7574,-0.002220725
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_573.jpg,0,1,0,2.905231,103.1206,183.0713,1.368409,260.7617,-0.001555185
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_615.jpg,0,1,0,2.933047,103.1012,182.9552,1.370818,260.7567,-0.001526991
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_656.jpg,0.184435,1,0,2.974654,103.0816,182.8381,1.371064,260.7522,-0.00150115
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_696.jpg,2.007584,1,0,3.002115,103.0622,182.7198,1.369398,260.8129,-0.001991222
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_736.jpg,3.836655,1,0,3.029204,103.0435,182.6004,1.365718,261.0065,-0.003257171
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_777.jpg,4.382751,1,0,3.05614,103.0257,182.4798,1.359094,261.3484,-0.003080088
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_817.jpg,2.548358,1,0,3.083975,103.0083,182.3579,1.355007,261.6928,-0.00339568
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_859.jpg,4.257642,1,0,3.110752,102.9913,182.2349,1.356248,262.0227,0.001169624
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_900.jpg,6.093944,1,0,3.136462,102.9756,182.1106,1.355407,262.4551,0.0206651
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_942.jpg,7.976845,1,0,3.161898,102.9616,181.9853,1.342042,263.0474,0.05546251
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_39_983.jpg,9.812929,1,0,3.187097,102.9494,181.8594,1.299174,263.8207,0.09449281
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_024.jpg,11.68141,1,0,3.212408,102.9397,181.7327,1.228001,264.7811,0.1497732
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_065.jpg,13.49547,1,0,3.236173,102.9331,181.6053,1.133351,265.923,0.2350879
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_105.jpg,14.03069,1,0,3.258682,102.9297,181.4775,1.004815,267.2444,0.3418581
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_147.jpg,12.15206,1,0,3.283678,102.9291,181.3491,0.8532202,268.6047,0.4662723
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_188.jpg,10.26858,1,0,3.310137,102.9307,181.22,0.6889087,269.8629,0.5989713
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_229.jpg,8.458558,1,0,3.336158,102.9342,181.09,0.5191938,270.9669,0.7339427
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_269.jpg,6.631728,1,0,3.362155,102.9393,180.9591,0.3472005,271.9008,0.8613709
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_310.jpg,4.815946,1,0,3.388586,102.9457,180.8271,0.1802071,272.6566,0.9779547
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_351.jpg,2.948981,1,0,3.414201,102.9532,180.6938,0.03077214,273.2284,1.084673
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_394.jpg,1.068714,1,0,3.438623,102.9649,180.4902,359.9051,273.7252,1.154337
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_435.jpg,0,1,0,3.470787,102.9723,180.3511,359.9459,273.8395,1.105635
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_475.jpg,0,1,0,3.499912,102.9806,180.2099,0.04100101,273.8922,1.04113
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_516.jpg,0,1,0,3.525302,102.9892,180.068,0.1204377,273.9026,0.9623081
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_557.jpg,0,1,0,3.550419,102.9982,179.9249,0.2139241,273.8995,0.8778826
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_597.jpg,1.137594,1,0,3.576495,103.0077,179.7806,0.3178896,273.9153,0.7869166
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_638.jpg,2.961503,1,0,3.601232,103.0181,179.6353,0.4300314,274.0367,0.7023792
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_678.jpg,4.78394,1,0,3.626334,103.0299,179.489,0.5447795,274.3165,0.6298029
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_719.jpg,6.598225,1,0,3.65116,103.0433,179.3419,0.6568154,274.7748,0.5745087
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_760.jpg,8.473283,1,0,3.675431,103.0587,179.1945,0.7502036,275.4193,0.5307364
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_801.jpg,8.253194,1,0,3.699758,103.0762,179.0468,0.8141459,276.2375,0.4960527
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_843.jpg,6.362397,1,0,3.726274,103.0953,178.8987,0.8505685,277.0596,0.4576522
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_885.jpg,4.481187,1,0,3.75295,103.1156,178.7499,0.8703545,277.7701,0.4194354
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_926.jpg,2.605669,1,0,3.778679,103.1372,178.6003,0.8876998,278.3174,0.3887163
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_40_967.jpg,0.751834,1,0,3.804724,103.1595,178.4497,0.9089949,278.6833,0.3596855
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_008.jpg,0,1,0,3.829653,103.1823,178.2978,0.9438548,278.8677,0.3324916
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_048.jpg,0,1,0,3.854522,103.2054,178.1448,0.9904768,278.9412,0.3039601
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_088.jpg,0,1,0,3.87911,103.2286,177.9908,1.037924,278.9606,0.2635109
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_129.jpg,0,1,0,3.904547,103.2522,177.8356,1.094174,278.9613,0.2210501
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_170.jpg,0,1,0,3.929286,103.276,177.6793,1.159355,278.9493,0.1767896
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_211.jpg,0,1,0,3.954207,103.2999,177.522,1.22585,278.9286,0.1231432
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_252.jpg,0,1,0,3.97899,103.3239,177.3635,1.300107,278.907,0.06847151
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_293.jpg,0,1,0,4.003718,103.3605,177.1239,1.419341,278.8791,-0.001942077
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_333.jpg,0,1,0,4.027627,103.3857,176.9634,1.474056,278.8785,-0.004036183
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_374.jpg,0,1,0,4.054202,103.4108,176.8027,1.479167,278.8705,-0.003403195
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_415.jpg,0,1,0,4.094385,103.4357,176.6413,1.458962,278.8593,-0.002175213
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_456.jpg,0,1,0,4.119665,103.4605,176.4789,1.443745,278.8481,-0.001446004
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_41_496.jpg,0,1,0,4.144159,103.4854,176.3152,1.437241,278.8335,-0.001311542
