Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_06_891.jpg,3.220863,1,0,5.016984,109.4153,159.6414,1.419798,106.538,-0.002004609
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_06_931.jpg,1.40222,1,0,5.008666,109.3581,159.8341,1.445152,106.6753,-0.002589839
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_06_972.jpg,0,1,0,5.00544,109.3008,160.0268,1.472814,106.7848,-0.002514247
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_012.jpg,0,1,0,4.999202,109.2435,160.2195,1.50164,106.8237,-0.001559299
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_054.jpg,0,1,0,5.000867,109.1579,160.5079,1.472315,106.8656,-0.00152908
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_094.jpg,0,1,0,5.016168,109.101,160.6992,1.425051,106.8925,-0.001194892
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_135.jpg,0,1,0,5.009433,109.044,160.8909,1.393164,106.8743,-0.001208393
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_176.jpg,0,1,0,5.007293,108.9868,161.0827,1.371434,106.8534,-0.00123439
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_217.jpg,0,1,0,5.003083,108.9296,161.2747,1.358727,106.8328,-0.001320412
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_258.jpg,0,1,0,4.994336,108.8724,161.4667,1.353436,106.8161,-0.001507078
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_298.jpg,0,1,0,5.014149,108.8151,161.6592,1.359,106.7949,-0.00135117
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_340.jpg,0,1,0,5.016145,108.7578,161.8517,1.370683,106.7732,-0.001385737
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_380.jpg,0,1,0,5.020545,108.7006,162.0443,1.388581,106.7518,-0.001477729
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_421.jpg,0,1,0,5.029196,108.6434,162.2371,1.412482,106.7313,-0.001597429
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_462.jpg,0,1,0,5.01198,108.5865,162.4292,1.427176,106.7031,-0.00151373
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_502.jpg,0,1,0,5.009134,108.5295,162.622,1.455383,106.6802,-0.001442449
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_542.jpg,0,1,0,5.006406,108.4725,162.8149,1.485432,106.6563,-0.001398284
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_584.jpg,0,1,0,5.000921,108.4157,163.0078,1.516293,106.6303,-0.001275304
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_625.jpg,0,1,0,5.008774,108.359,163.2002,1.50597,106.5443,0.0008897526
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_665.jpg,0,1,0,5.005649,108.3026,163.3925,1.498056,106.3926,0.005126995
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_706.jpg,0,1,0,4.986696,108.2463,163.5841,1.474567,106.2679,0.01125716
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_748.jpg,0,1,0,5.019208,108.1903,163.7773,1.485274,106.2219,-0.002925651
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_789.jpg,0,1,0,5.02697,108.1345,163.9704,1.49964,106.2151,-0.004204154
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_829.jpg,0,1,0,5.013392,108.079,164.1628,1.505342,106.0841,-0.002427182
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_870.jpg,0,1,0,5.007496,108.0238,164.3555,1.498869,106.0613,-0.00222324
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_911.jpg,0,1,0,4.990209,107.9689,164.5479,1.476137,106.0378,-0.002134863
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_953.jpg,0,1,0,5.013769,107.8868,164.8372,1.462507,105.9984,-0.00155364
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_07_994.jpg,0,1,0,5.015014,107.8322,165.0301,1.460308,105.9744,-0.001477375
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_035.jpg,0,1,0,5.018428,107.7778,165.2232,1.463253,105.951,-0.001427668
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_076.jpg,0,1,0,4.991982,107.7234,165.4163,1.469747,105.9276,-0.001358841
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_116.jpg,0,1,0,5.013962,107.6691,165.6098,1.484746,105.9053,-0.001548064
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_156.jpg,0,1,0,5.015481,107.6148,165.8032,1.502218,105.8827,-0.001566613
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_197.jpg,0.8200471,1,0,5.019114,107.5606,165.9968,1.523031,105.87,-0.001726139
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_239.jpg,2.679527,1,0,5.030173,107.5064,166.1891,1.461092,105.9186,-0.002533263
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_279.jpg,4.510346,1,0,5.011404,107.4517,166.3803,1.398397,106.0978,-0.002458226
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_320.jpg,4.434315,1,0,5.009,107.3955,166.5721,1.356961,106.3944,0.01521508
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_360.jpg,2.630825,1,0,5.00633,107.3386,166.7638,1.324986,106.6999,0.0437106
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_401.jpg,0.7997547,1,0,5.000397,107.2814,166.9555,1.301718,106.9205,0.07406235
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_441.jpg,0,1,0,4.986692,107.2242,167.1473,1.285058,107.0138,0.1009876
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_484.jpg,0,1,0,5.014575,107.1668,167.3394,1.27984,107.0558,0.1227714
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_525.jpg,0,1,0,5.017972,107.1092,167.5316,1.283177,107.0626,0.1415548
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_566.jpg,0,1,0,5.024739,107.0515,167.724,1.294246,107.0558,0.1537972
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_607.jpg,0,1,0,5.014204,106.9941,167.9158,1.295946,106.9984,0.1545779
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_648.jpg,0,1,0,5.004308,106.9366,168.1082,1.310727,106.9667,0.1439517
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_688.jpg,0,1,0,4.994898,106.8791,168.3006,1.33096,106.9217,0.126353
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_730.jpg,0,1,0,5.014613,106.8216,168.4934,1.360054,106.8905,0.09861975
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_770.jpg,0,1,0,5.018075,106.7643,168.6863,1.396641,106.8601,0.06320185
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_810.jpg,0,1,0,5.025064,106.707,168.8794,1.439785,106.8335,0.01945396
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_851.jpg,0,1,0,5.014334,106.6496,169.0718,1.473496,106.7791,-0.002981977
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_892.jpg,0,1,0,5.00875,106.5917,169.2646,1.515335,106.7667,-0.003264731
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_932.jpg,0,1,0,5.018605,106.5055,169.5529,1.511703,106.7658,-0.003383682
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_08_974.jpg,0,1,0,5.007883,106.4484,169.7449,1.482851,106.5594,-0.00197552
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_015.jpg,0,1,0,5.021326,106.3917,169.9359,1.405003,106.4252,0.003819691
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_055.jpg,0,1,0,4.999171,106.3354,170.1266,1.327735,106.3893,0.006400618
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_096.jpg,0,1,0,4.992913,106.2792,170.3174,1.252621,106.279,0.009457763
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_137.jpg,0,1,0,5.021067,106.223,170.5102,1.230387,106.2462,-0.002773496
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_178.jpg,0,1,0,5.016946,106.1672,170.7023,1.211156,106.1801,-0.002331683
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_219.jpg,0,1,0,5.007964,106.1115,170.8949,1.20922,106.163,-0.002320393
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_260.jpg,0,1,0,5.003662,106.0559,171.0877,1.216458,106.1477,-0.002099942
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_302.jpg,0,1,0,4.994199,106.0004,171.2806,1.230785,106.1278,-0.001610508
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_343.jpg,0,1,0,5.01444,105.9449,171.4739,1.254603,106.1151,-0.001947311
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_383.jpg,0,1,0,5.017482,105.8896,171.6673,1.285322,106.1018,-0.001912587
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_424.jpg,0,1,0,5.023424,105.8343,171.8608,1.321577,106.0887,-0.001895335
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_465.jpg,0,1,0,5.015644,105.7793,172.054,1.352093,106.0599,-0.001600497
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_505.jpg,0,1,0,5.008317,105.7242,172.2476,1.392766,106.0401,-0.001448361
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_546.jpg,0,1,0,5.004824,105.6693,172.4412,1.434697,106.0185,-0.001406513
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_587.jpg,0,1,0,4.99781,105.6145,172.6349,1.476586,105.9937,-0.00123929
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_628.jpg,0,1,0,5.014232,105.5597,172.8288,1.521058,105.9722,-0.001609263
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_669.jpg,0,1,0,5.032857,105.5054,173.0215,1.481936,105.9444,-0.002026149
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_710.jpg,0,1,0,5.009565,105.4515,173.2132,1.436655,105.9214,-0.001428919
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_750.jpg,0,1,0,5.010228,105.3973,173.4059,1.414011,105.8969,-0.00136939
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_792.jpg,0,1,0,5.008365,105.3162,173.6955,1.398597,105.8664,-0.001524547
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_834.jpg,0,1,0,5.022977,105.2621,173.8887,1.398525,105.8495,-0.001764915
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_875.jpg,0,1,0,5.015826,105.2082,174.0816,1.397027,105.803,-0.001334138
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_915.jpg,0,1,0,5.008931,105.1543,174.275,1.407808,105.7795,-0.001370147
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_955.jpg,0,1,0,5.005875,105.1004,174.4685,1.423247,105.7552,-0.001281122
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_09_995.jpg,0,1,0,4.999503,105.0467,174.662,1.442057,105.7274,-0.001058121
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_036.jpg,0,1,0,4.984627,104.993,174.8555,1.461807,105.6857,-0.0002887628
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_077.jpg,0,1,0,5.01395,104.9394,175.0493,1.489587,105.6636,-0.001682503
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_119.jpg,0,1,0,5.0156,104.8858,175.2432,1.518511,105.6426,-0.001712564
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_161.jpg,0,1,0,5.031782,104.8327,175.436,1.465285,105.6124,-0.001895103
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_202.jpg,0,1,0,5.010145,104.7799,175.6278,1.409108,105.5978,-0.001356723
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_243.jpg,0,1,0,5.010206,104.7269,175.8207,1.376458,105.5733,-0.001320796
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_283.jpg,0,1,0,5.008348,104.674,176.0137,1.354296,105.5494,-0.001251942
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_323.jpg,0,1,0,5.004339,104.621,176.2069,1.341445,105.5248,-0.001156126
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_364.jpg,0,1,0,4.995424,104.5681,176.4002,1.336202,105.496,-0.0008751957
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_405.jpg,0,1,0,5.014184,104.5152,176.5939,1.342088,105.4749,-0.001422564
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_446.jpg,-0.1385389,1,0,5.016412,104.4624,176.7877,1.354461,105.4546,-0.001481898
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_487.jpg,-1.998353,1,0,5.021292,104.4097,176.9816,1.373248,105.4065,-0.001489342
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_527.jpg,-3.817777,1,0,5.01688,104.3578,177.1755,1.389319,105.2501,-0.0008303922
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_568.jpg,-5.618566,1,0,5.008332,104.3067,177.3699,1.41434,104.9782,-0.0003972457
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_609.jpg,-7.469446,1,0,5.004733,104.2568,177.5646,1.440966,104.5592,-0.0002381314
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_649.jpg,-9.30891,1,0,4.997384,104.2085,177.7596,1.467683,103.9881,-0.0003975753
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_690.jpg,-11.13016,1,0,5.013748,104.1625,177.9554,1.49285,103.2651,359.9643
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_731.jpg,-12.9804,1,0,5.014301,104.1187,178.1503,1.448022,102.346,359.9471
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_771.jpg,-14.02449,1,0,5.017595,104.0788,178.3457,1.373529,101.1542,359.8872
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_811.jpg,-12.22517,1,0,5.00571,104.0436,178.5401,1.240965,99.92993,359.7656
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_852.jpg,-10.38679,1,0,5.016561,103.9962,178.8323,0.975508,98.15253,359.5681
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_893.jpg,-8.547121,1,0,5.011167,103.9685,179.027,0.7719415,97.1178,359.4109
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_933.jpg,-6.736355,1,0,5.013704,103.9436,179.2218,0.5467981,96.22141,359.246
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_10_974.jpg,-4.921955,1,0,5.011189,103.9214,179.4167,0.3153799,95.50381,359.0706
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_015.jpg,-3.075973,1,0,5.011205,103.901,179.6118,0.08098707,94.96011,358.9029
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_056.jpg,-1.209755,1,0,5.010612,103.8815,179.8078,359.8965,94.61481,358.7889
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_097.jpg,0,1,0,5.010777,103.8612,180.0059,359.8282,94.48087,358.7922
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_137.jpg,0,1,0,5.010309,103.8407,180.2058,359.8649,94.50449,358.8947
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_178.jpg,0,1,0,5.024549,103.8214,180.4078,-0.001289999,94.54529,359.0162
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_219.jpg,0,1,0,5.016815,103.8037,180.6104,0.1553824,94.53235,359.1136
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_259.jpg,0,1,0,5.0115,103.7865,180.8126,0.3014959,94.53436,359.2173
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_300.jpg,0,1,0,5.011626,103.7698,181.015,0.4539082,94.54013,359.3204
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_340.jpg,0,1,0,5.011609,103.7532,181.2176,0.6146287,94.54956,359.4235
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_381.jpg,0,1,0,5.011187,103.7365,181.4203,0.7783666,94.56607,359.5321
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_422.jpg,0,1,0,5.006878,103.7199,181.6231,0.953438,94.57639,359.643
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_465.jpg,0,1,0,5.007914,103.703,181.8259,1.121525,94.59326,359.7624
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_505.jpg,0,1,0,5.005072,103.6862,182.0285,1.288667,94.61871,359.8826
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_546.jpg,0,1,0,4.998313,103.6693,182.2311,1.450345,94.64969,359.994
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_586.jpg,0,1,0,5.009057,103.6544,182.4329,1.544029,94.63049,-0.00328909
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_627.jpg,-0.7439024,1,0,5.050051,103.6394,182.6332,1.516102,94.61993,-0.002073321
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_668.jpg,-2.565948,1,0,4.998974,103.6249,182.8307,1.460323,94.55353,-0.0007877019
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_709.jpg,-4.414322,1,0,5.010569,103.6108,183.0304,1.442546,94.37247,5.058544E-05
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_749.jpg,-6.23662,1,0,5.008454,103.5978,183.2304,1.431424,94.05188,0.0005485706
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_790.jpg,-8.070704,1,0,5.003486,103.5861,183.4305,1.425513,93.58212,0.0006435544
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_831.jpg,-9.916145,1,0,4.990345,103.5761,183.6305,1.421824,92.94913,-0.0009397337
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_871.jpg,-8.329651,1,0,5.013837,103.5685,183.8311,1.423143,92.20663,359.9603
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_912.jpg,-6.516515,0.9598724,0,5.013054,103.5625,184.0311,1.401528,91.47314,359.9124
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_953.jpg,-4.690594,0.8381442,0,5.013329,103.5559,184.3301,1.309187,90.45102,359.8523
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_11_993.jpg,-2.862938,0.7163006,0,5.010685,103.5538,184.5291,1.228432,89.98254,359.7815
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_034.jpg,-1.014288,0.5930572,0,5.014089,103.5529,184.728,1.144467,89.68664,359.6918
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_075.jpg,0,0.4689269,0,5.00363,103.5519,184.926,1.022552,89.52538,359.6402
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_116.jpg,0,0,0,5.001556,103.5519,185.1238,0.8931158,89.46801,359.5742
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_156.jpg,0,0,0.1183119,4.984042,103.5523,185.3209,0.7451696,89.4232,359.5121
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_198.jpg,0,0,0.2433073,4.950191,103.553,185.5159,0.5501733,89.41546,359.4549
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_239.jpg,0,0,0.3684569,4.900573,103.554,185.7081,0.3002576,89.41191,359.3978
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_281.jpg,0,0,0.4900829,4.835578,103.5552,185.8967,359.9852,89.41029,359.3394
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_321.jpg,0,0,0.6167219,4.755698,103.5558,186.0819,359.6513,89.43048,359.3336
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_362.jpg,0,0,0.7373936,4.664631,103.5558,186.2628,359.2758,89.44508,359.3849
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_402.jpg,0,0,0.8578379,4.575725,103.5552,186.4402,358.9056,89.34661,359.5135
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_443.jpg,0,0,0.9803018,4.470819,103.5546,186.6139,358.5438,89.18988,359.7027
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_483.jpg,0,0,1,4.396397,103.5549,186.7842,358.1848,89.15729,359.8948
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_525.jpg,0,0,1,4.31444,103.5536,186.954,357.9828,89.31498,0.2280756
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_565.jpg,0,0,1,4.230932,103.5564,187.1224,357.9013,89.45098,0.3414332
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_605.jpg,0,0,1,4.152144,103.5584,187.2877,357.8132,89.51743,0.467241
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_646.jpg,0,0,1,4.066422,103.5638,187.4528,357.9193,89.42558,0.367691
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_687.jpg,0,0,1,3.988453,103.5677,187.6145,357.9992,89.24669,0.3189928
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_729.jpg,0,0,1,3.9046,103.5746,187.7758,358.2622,88.94155,0.0767557
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_769.jpg,0,0,1,3.827542,103.5802,187.9339,358.5121,88.59179,359.881
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_809.jpg,0,0,1,3.684004,103.5815,188.0864,358.7714,88.4258,359.9243
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_850.jpg,0,0,1,3.514164,103.5838,188.2311,358.8906,88.20152,359.9566
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_890.jpg,0,0,1,3.365897,103.5869,188.3667,358.8378,88.10555,359.9815
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_930.jpg,0,0,1,3.236183,103.5905,188.4937,358.6606,88.08643,0.004293406
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_12_971.jpg,0,0,0,3.105598,103.5948,188.617,358.5079,88.10973,359.9921
C:\Projects\RoboticsNano\RoboND-Rover-Project\IMG\robocam_2017_05_29_16_19_13_011.jpg,0,0,0,3.093546,103.5985,188.7384,358.375,88.16373,0.0140996
